farmer_age,land_size_acres,annual_farm_income,loan_amount,crop_type,irrigation_type,existing_loans,credit_score
42,1.85,237824,435936,Sugarcane,Canal,0,586
24,9.44,854957,365728,Cotton,Rainfed,2,834
31,0.59,474765,266722,Wheat,Borewell,1,777
28,2.28,140977,157623,Rice,Borewell,1,622
29,3.78,815158,352996,Maize,Borewell,0,732
46,8.64,729603,81201,Wheat,Borewell,2,412
22,7.99,597714,447790,Cotton,Rainfed,2,749
36,6.01,877422,183467,Maize,Borewell,2,733
51,7.1,311880,225829,Wheat,Rainfed,0,591
26,3.74,384609,425927,Rice,Canal,1,833
41,9.44,120169,151103,Rice,Borewell,2,713
46,0.75,271491,240707,Cotton,Borewell,0,421
39,1.46,291922,482739,Maize,Rainfed,0,345
48,9.29,563088,167857,Wheat,Canal,0,389
28,9.48,336891,320841,Cotton,Rainfed,0,740
34,5.16,485912,398874,Sugarcane,Rainfed,2,478
44,5.98,304589,195094,Maize,Borewell,0,798
64,9.07,781508,295628,Cotton,Rainfed,0,343
57,8.61,507560,214282,Maize,Rainfed,1,692
46,8.69,378935,148133,Sugarcane,Rainfed,0,456
51,4.03,426797,147658,Sugarcane,Canal,2,621
52,8.39,732102,345188,Wheat,Rainfed,1,307
61,1.16,130957,258298,Cotton,Rainfed,0,587
22,5.13,780704,418454,Rice,Borewell,0,404
45,2.76,643339,176466,Cotton,Rainfed,1,797
64,0.84,728179,282494,Rice,Canal,1,428
22,6.36,814147,400179,Rice,Rainfed,0,770
62,1.22,454144,446881,Cotton,Rainfed,0,791
21,1.64,200729,316397,Wheat,Borewell,1,540
56,1.28,776874,401474,Rice,Borewell,2,433
32,9.76,863243,491818,Wheat,Canal,1,712
29,0.87,538828,196600,Wheat,Borewell,0,314
56,3.06,810488,422289,Sugarcane,Borewell,0,496
61,6.69,184337,221473,Wheat,Borewell,0,733
48,8.32,577566,127844,Maize,Canal,2,761
58,6.28,506356,423405,Sugarcane,Rainfed,1,572
53,9.78,403547,132410,Cotton,Canal,2,367
62,3.71,502660,100825,Sugarcane,Borewell,2,466
42,4.98,365926,436584,Rice,Borewell,1,656
45,8.3,646739,251447,Maize,Borewell,2,486
38,6.98,587041,381877,Rice,Borewell,2,360
26,2.53,784241,368482,Cotton,Borewell,0,446
38,5.24,298317,264732,Cotton,Borewell,1,546
36,9.77,806350,256068,Rice,Canal,0,636
35,8.7,156637,238531,Rice,Borewell,0,776
28,2.32,138145,135156,Cotton,Borewell,2,357
33,2.21,477987,347624,Maize,Borewell,1,787
63,8.37,494766,309843,Sugarcane,Borewell,2,714
27,2.39,887615,480609,Cotton,Canal,2,483
37,4.8,442155,97853,Sugarcane,Borewell,1,313
52,2.22,266770,342067,Maize,Rainfed,1,592
42,0.64,471487,150337,Cotton,Rainfed,2,590
33,8.82,168575,257947,Sugarcane,Canal,1,795
43,7.9,157737,116704,Wheat,Canal,1,544
49,4.97,651651,372917,Sugarcane,Rainfed,0,405
42,2.02,189737,111140,Cotton,Rainfed,1,391
21,8.16,678554,183646,Cotton,Borewell,0,668
49,3.91,444418,392288,Rice,Borewell,0,448
25,6.79,303664,223712,Cotton,Rainfed,1,756
55,3.51,716267,406143,Cotton,Canal,1,331
30,4.61,147299,369693,Sugarcane,Borewell,1,797
39,5.59,636710,71280,Wheat,Borewell,0,820
57,7.74,185921,71695,Wheat,Canal,0,722
27,8.4,830910,238450,Sugarcane,Rainfed,2,578
55,4.71,507195,319902,Rice,Rainfed,0,522
33,2.71,785081,389664,Maize,Rainfed,2,349
30,1.96,590885,431579,Rice,Borewell,2,498
22,3.74,336862,290304,Cotton,Rainfed,0,660
26,8.12,860676,83706,Cotton,Rainfed,2,719
28,3.1,329299,249758,Cotton,Borewell,0,639
56,0.95,256485,393737,Maize,Borewell,0,330
45,5.86,477887,53244,Cotton,Borewell,0,728
64,0.82,767754,346936,Wheat,Borewell,1,456
60,8.91,204859,292993,Maize,Canal,2,701
27,6.94,406808,131388,Cotton,Rainfed,1,550
43,2.94,144963,158642,Sugarcane,Borewell,1,797
39,4.96,354068,294769,Maize,Borewell,0,540
42,7.52,825896,199697,Wheat,Rainfed,0,709
33,9.2,344896,348649,Maize,Canal,2,562
41,8.81,866409,132048,Rice,Canal,0,722
21,1.16,780080,402516,Wheat,Canal,0,754
39,1.27,806506,146897,Sugarcane,Canal,1,426
53,6.18,250523,419929,Sugarcane,Rainfed,2,378
24,5.22,288692,446204,Maize,Borewell,1,352
62,3.28,816626,131242,Rice,Borewell,0,414
23,9.77,778996,93852,Wheat,Canal,1,572
47,7.59,300671,455178,Rice,Canal,1,565
61,7.03,396367,340489,Cotton,Canal,2,339
55,2.22,352705,451468,Wheat,Rainfed,0,409
48,3.2,834881,141604,Rice,Borewell,2,357
26,6.25,304810,489044,Wheat,Canal,0,358
26,8.06,451321,495261,Wheat,Rainfed,1,518
64,9.35,226512,491041,Cotton,Canal,2,421
43,7.13,200079,336890,Sugarcane,Borewell,0,654
53,4.48,594828,389558,Maize,Canal,0,415
36,7.07,438352,313900,Maize,Borewell,0,489
44,1.16,391838,299723,Cotton,Rainfed,0,436
25,6.2,322488,292088,Maize,Borewell,2,540
61,9.0,649358,157967,Cotton,Borewell,1,317
62,6.55,337942,423448,Maize,Rainfed,0,771
33,0.57,404340,126584,Rice,Borewell,2,345
32,7.1,495976,169232,Wheat,Rainfed,2,688
25,7.4,508889,291487,Rice,Canal,0,353
57,5.64,227229,395890,Maize,Canal,1,610
51,8.25,510090,149598,Sugarcane,Canal,2,569
48,2.42,240059,460705,Sugarcane,Rainfed,2,382
48,4.39,827138,283507,Rice,Rainfed,2,816
50,8.17,313138,252149,Wheat,Canal,2,605
38,6.24,880024,159387,Cotton,Rainfed,0,507
64,9.95,312232,492364,Rice,Canal,2,426
47,1.16,565178,165689,Sugarcane,Rainfed,2,775
55,2.82,609274,434930,Cotton,Rainfed,2,597
46,2.39,833236,265188,Wheat,Borewell,1,707
59,9.78,150761,61133,Wheat,Borewell,0,665
38,8.76,385285,380127,Rice,Rainfed,2,625
53,1.76,137942,455762,Cotton,Canal,0,304
45,3.86,853046,219441,Maize,Borewell,2,757
51,1.0,730612,330292,Maize,Borewell,2,610
57,6.51,453693,57331,Wheat,Borewell,0,417
22,3.65,282251,64528,Cotton,Canal,2,765
53,2.95,144782,123467,Wheat,Borewell,0,444
59,5.47,279943,307623,Maize,Canal,1,367
63,8.06,768984,114919,Wheat,Rainfed,0,638
63,4.34,729962,72576,Maize,Rainfed,0,542
52,7.7,754543,107457,Wheat,Canal,2,459
38,4.74,246780,441757,Sugarcane,Borewell,1,842
37,2.54,422482,375694,Wheat,Canal,0,796
54,4.74,645332,111497,Sugarcane,Rainfed,1,640
59,5.61,688849,477386,Maize,Borewell,0,769
27,4.89,457372,61945,Cotton,Rainfed,0,588
62,3.11,784410,496692,Cotton,Rainfed,1,404
55,2.26,630247,257242,Rice,Rainfed,0,355
50,9.5,389385,359722,Maize,Rainfed,0,755
32,3.33,152004,56906,Maize,Canal,0,325
55,7.2,558677,315649,Sugarcane,Borewell,0,634
31,3.74,728375,172795,Rice,Borewell,2,747
64,9.71,595319,207078,Cotton,Rainfed,2,426
24,9.89,151629,342807,Cotton,Borewell,1,790
45,8.34,850791,424115,Maize,Borewell,2,738
52,6.02,289420,400740,Wheat,Rainfed,1,623
40,5.65,539226,68583,Sugarcane,Rainfed,0,664
51,3.63,819824,460251,Wheat,Borewell,0,479
24,1.66,583471,299391,Wheat,Borewell,0,379
58,1.25,466425,463906,Maize,Canal,0,464
21,4.92,355088,344182,Wheat,Borewell,0,376
23,9.8,227099,456546,Rice,Rainfed,1,823
57,2.85,712659,351923,Rice,Rainfed,1,500
42,4.4,853522,398164,Sugarcane,Canal,1,594
37,6.59,686413,443930,Rice,Borewell,2,515
34,3.84,368561,406293,Rice,Rainfed,1,451
61,0.53,452409,124840,Maize,Borewell,2,398
55,4.26,705368,479875,Sugarcane,Rainfed,1,637
33,8.14,751971,56391,Wheat,Rainfed,2,475
55,9.47,533851,433819,Sugarcane,Borewell,2,811
63,3.11,816839,203935,Cotton,Borewell,2,621
22,9.26,291312,477433,Rice,Canal,1,706
33,8.74,483744,457789,Rice,Canal,1,470
36,4.36,447429,291898,Cotton,Canal,2,407
38,0.54,445888,337346,Maize,Canal,1,566
27,8.53,877885,317904,Sugarcane,Borewell,0,379
56,3.22,573469,266180,Sugarcane,Canal,2,749
61,7.68,262468,296881,Cotton,Canal,2,664
50,5.93,278280,254652,Cotton,Borewell,0,333
62,2.61,280135,121798,Wheat,Borewell,1,394
61,6.66,855575,427054,Maize,Borewell,1,709
27,7.77,794776,363143,Sugarcane,Rainfed,1,831
35,5.01,385590,444876,Cotton,Canal,0,759
60,7.61,295106,142489,Maize,Borewell,0,500
39,4.35,560614,462616,Wheat,Rainfed,0,308
63,9.81,585984,382267,Wheat,Canal,1,714
57,2.78,701449,173574,Maize,Canal,0,640
22,7.89,741892,464277,Maize,Rainfed,1,473
62,7.62,475600,149710,Cotton,Canal,0,342
33,5.53,368084,202084,Cotton,Borewell,0,352
60,3.83,166428,355781,Sugarcane,Rainfed,1,799
61,4.73,382973,141420,Rice,Canal,1,829
63,6.48,835678,84137,Cotton,Borewell,1,746
63,5.54,828738,212111,Wheat,Canal,0,735
51,7.73,582267,461362,Wheat,Rainfed,1,340
36,3.93,458907,117478,Wheat,Rainfed,2,712
62,1.52,264715,412008,Maize,Canal,0,354
64,5.3,472911,396209,Wheat,Canal,0,560
26,2.96,522776,414936,Maize,Canal,0,365
48,6.36,611345,62908,Sugarcane,Rainfed,0,817
52,5.44,585733,180183,Sugarcane,Borewell,1,483
64,7.9,790642,269379,Sugarcane,Canal,1,567
30,5.96,801393,488335,Sugarcane,Canal,2,605
38,4.59,174728,74224,Wheat,Borewell,0,703
24,1.64,321617,429603,Cotton,Rainfed,2,658
29,1.64,592659,364161,Sugarcane,Borewell,0,625
27,6.58,353681,267744,Cotton,Borewell,0,452
28,8.87,306084,374046,Sugarcane,Borewell,2,757
63,4.44,528860,237276,Maize,Borewell,0,557
27,5.54,269280,343572,Wheat,Borewell,1,315
61,6.12,638402,121013,Sugarcane,Borewell,1,616
60,5.03,449075,446429,Cotton,Canal,2,743
23,1.07,736795,493632,Rice,Canal,1,848
37,6.1,401988,129219,Maize,Borewell,0,822
22,1.8,430929,419553,Cotton,Rainfed,0,670
35,5.78,462170,409457,Sugarcane,Canal,0,773
49,7.87,304977,406554,Sugarcane,Canal,1,396
42,0.55,589697,282225,Cotton,Canal,0,816
24,4.59,616482,128824,Sugarcane,Rainfed,1,837
26,7.58,211602,304159,Sugarcane,Rainfed,2,534
58,5.52,846748,134135,Cotton,Rainfed,0,848
46,2.74,637386,408229,Cotton,Borewell,2,707
31,7.13,403840,241074,Wheat,Borewell,0,548
46,7.94,739706,89063,Rice,Rainfed,2,775
37,3.94,732149,393569,Cotton,Canal,0,684
44,3.33,446164,361662,Cotton,Canal,0,572
48,5.68,440738,51217,Wheat,Canal,0,574
55,3.97,693070,226865,Sugarcane,Rainfed,0,381
51,8.44,666932,485712,Rice,Borewell,0,787
33,7.9,752400,157415,Maize,Borewell,2,379
55,3.46,719933,219882,Cotton,Canal,1,722
36,4.84,137243,442437,Rice,Canal,0,483
35,8.95,405169,245047,Maize,Borewell,2,473
63,1.9,550386,184401,Rice,Borewell,1,495
38,7.67,855656,177882,Wheat,Borewell,2,451
57,3.51,715956,433839,Maize,Canal,0,357
61,1.64,454583,310356,Maize,Rainfed,0,449
47,1.61,255312,189865,Rice,Borewell,2,545
55,3.12,717621,152693,Cotton,Rainfed,2,349
55,5.71,852691,458838,Maize,Rainfed,2,453
48,9.12,244357,376242,Cotton,Rainfed,0,747
59,3.38,414988,423851,Wheat,Borewell,1,461
58,2.39,227885,484635,Wheat,Rainfed,1,829
29,5.05,304474,403278,Maize,Canal,2,673
32,1.99,638943,115019,Cotton,Borewell,1,834
35,3.08,307138,305970,Wheat,Borewell,1,600
41,9.87,629638,312622,Wheat,Borewell,1,417
55,5.8,334817,167901,Rice,Canal,0,411
62,7.95,237396,314937,Rice,Rainfed,2,797
53,2.51,263516,144264,Maize,Canal,2,521
39,5.44,258499,429037,Rice,Rainfed,0,810
43,5.35,572035,425974,Maize,Rainfed,0,747
33,8.22,240678,331528,Sugarcane,Canal,0,663
64,0.7,652638,414053,Rice,Borewell,0,789
21,8.67,685676,156272,Sugarcane,Borewell,0,601
49,1.26,669200,146895,Rice,Borewell,2,586
44,9.21,540166,245508,Rice,Canal,2,701
36,1.86,552051,116717,Maize,Canal,0,774
45,5.56,820272,119163,Sugarcane,Borewell,2,596
43,1.44,800959,341835,Rice,Rainfed,1,427
48,4.75,382699,422027,Cotton,Borewell,2,759
36,3.34,705649,143398,Cotton,Canal,0,419
63,4.49,637411,51799,Rice,Canal,0,843
58,5.68,645844,58832,Rice,Rainfed,1,795
31,4.86,155094,364418,Rice,Canal,0,492
23,0.72,499596,186623,Sugarcane,Borewell,1,699
35,8.7,352425,412095,Maize,Borewell,0,340
21,1.4,528931,215182,Sugarcane,Rainfed,0,751
27,9.82,830755,53660,Cotton,Canal,0,665
21,8.59,753837,326023,Maize,Canal,2,637
52,5.83,155561,340463,Rice,Canal,1,406
29,2.83,278619,330664,Maize,Rainfed,0,841
49,1.32,706523,172791,Maize,Borewell,2,735
46,6.88,428998,260610,Cotton,Canal,0,704
43,2.41,824121,428840,Wheat,Borewell,1,362
63,7.47,460786,263564,Rice,Canal,1,621
49,8.41,595507,60026,Sugarcane,Rainfed,2,682
58,9.9,198029,240131,Sugarcane,Rainfed,1,423
53,5.29,461583,313411,Maize,Borewell,2,599
27,9.76,458442,365013,Cotton,Canal,2,665
32,1.92,510621,436763,Sugarcane,Rainfed,1,748
51,8.44,724329,269535,Cotton,Canal,1,847
52,3.92,383302,420089,Maize,Canal,2,600
40,3.97,778562,273001,Rice,Borewell,2,398
37,3.05,740878,462540,Maize,Rainfed,1,674
56,2.15,440184,394490,Cotton,Canal,2,792
23,4.7,253488,134404,Cotton,Rainfed,2,455
21,9.88,618845,436038,Cotton,Canal,2,344
47,3.63,889786,498473,Cotton,Rainfed,0,590
60,4.88,742846,92354,Sugarcane,Canal,1,684
53,2.67,422688,367274,Wheat,Borewell,2,527
40,3.7,528373,317023,Maize,Borewell,2,672
34,1.02,329711,272536,Wheat,Rainfed,0,443
56,9.58,899936,489627,Maize,Borewell,2,719
25,5.34,458522,426500,Rice,Borewell,0,575
43,7.46,787620,135197,Maize,Borewell,1,671
35,5.38,780627,328477,Cotton,Canal,1,772
26,7.82,219937,201254,Wheat,Rainfed,0,387
53,5.57,791710,313448,Rice,Canal,2,631
39,7.16,590527,205411,Maize,Rainfed,2,812
33,7.01,769426,207107,Sugarcane,Borewell,1,813
49,5.57,488255,191972,Maize,Rainfed,1,708
26,2.69,364965,188374,Sugarcane,Borewell,2,527
35,2.51,721046,203165,Wheat,Borewell,2,339
36,8.81,880170,371724,Cotton,Borewell,2,614
44,1.65,871470,462744,Cotton,Borewell,1,336
43,5.81,508971,342384,Wheat,Canal,1,727
30,5.27,290162,55839,Rice,Borewell,0,554
61,8.08,500152,237619,Wheat,Canal,2,501
61,1.79,435259,408986,Cotton,Canal,1,424
37,7.03,332523,272103,Cotton,Borewell,0,811
64,6.26,511552,242196,Sugarcane,Borewell,0,440
50,7.16,824307,358676,Wheat,Borewell,0,661
64,6.4,881621,251881,Sugarcane,Rainfed,1,624
30,5.84,696141,92953,Sugarcane,Canal,0,763
39,9.3,165030,471498,Maize,Canal,1,594
49,3.81,657447,81581,Cotton,Canal,2,455
22,2.25,639755,414869,Wheat,Borewell,2,481
56,8.06,199558,82469,Wheat,Rainfed,2,339
39,1.73,241665,487943,Sugarcane,Borewell,0,782
27,6.96,573492,439759,Wheat,Rainfed,1,306
46,5.72,675815,150989,Sugarcane,Borewell,1,752
35,0.51,821603,400481,Maize,Canal,1,628
58,2.78,146360,246304,Sugarcane,Canal,1,302
23,5.21,874380,331489,Maize,Rainfed,0,444
58,3.63,231355,217138,Cotton,Canal,2,641
36,4.56,136697,244706,Maize,Canal,1,600
22,6.21,364774,139032,Rice,Canal,0,374
51,7.44,717725,58845,Wheat,Rainfed,1,467
48,1.94,824619,233097,Sugarcane,Canal,2,716
27,3.19,705187,224630,Sugarcane,Canal,1,440
50,6.55,666212,59032,Sugarcane,Rainfed,1,453
63,6.09,469581,473366,Maize,Rainfed,1,633
27,7.5,172543,108640,Rice,Canal,2,744
56,6.58,496345,189651,Cotton,Borewell,0,367
49,3.64,289838,190867,Cotton,Canal,0,443
44,5.24,365671,272389,Cotton,Canal,0,573
59,8.91,227270,446248,Cotton,Borewell,2,609
24,2.27,150087,474358,Sugarcane,Borewell,1,331
49,4.08,627342,330972,Cotton,Borewell,1,539
64,8.5,825028,258618,Cotton,Borewell,2,379
25,3.96,197547,70530,Wheat,Canal,1,817
49,4.42,621674,313655,Rice,Borewell,0,369
50,3.53,530736,274677,Cotton,Rainfed,0,708
49,9.05,457338,127503,Rice,Borewell,2,567
46,6.8,368440,200938,Maize,Rainfed,1,837
39,2.48,242109,241157,Wheat,Borewell,0,536
46,7.62,472642,61061,Rice,Canal,0,409
57,0.87,311037,275610,Cotton,Canal,1,603
47,4.27,320597,326294,Sugarcane,Borewell,1,354
50,9.14,399263,304619,Wheat,Canal,0,454
50,7.05,770801,116895,Cotton,Canal,0,425
23,8.03,848534,278315,Maize,Rainfed,1,623
63,9.35,290676,491502,Wheat,Rainfed,2,635
27,7.86,359572,162120,Maize,Rainfed,0,404
29,1.34,201539,404236,Rice,Canal,0,726
61,2.69,576910,442917,Wheat,Rainfed,2,682
62,5.25,890796,50520,Cotton,Rainfed,1,519
33,0.63,229588,334580,Rice,Borewell,2,644
35,6.43,577747,145070,Cotton,Rainfed,1,363
25,6.74,407955,349769,Cotton,Borewell,2,683
49,7.12,538552,378670,Cotton,Rainfed,0,415
55,5.78,471604,341796,Maize,Rainfed,1,563
47,4.8,336053,262151,Sugarcane,Canal,2,663
47,8.63,170968,68244,Cotton,Borewell,2,342
28,7.79,723564,87165,Cotton,Borewell,2,461
52,6.32,897535,456162,Maize,Borewell,2,557
40,0.94,592825,257709,Rice,Borewell,2,393
30,7.09,445940,130740,Cotton,Rainfed,0,489
33,5.8,210846,60572,Rice,Borewell,0,553
49,7.09,181635,445762,Maize,Rainfed,0,612
55,3.46,398711,251138,Maize,Rainfed,2,742
28,7.88,306460,320912,Wheat,Rainfed,0,305
49,4.47,406050,118741,Wheat,Canal,2,450
51,9.0,437661,229499,Sugarcane,Rainfed,0,757
61,1.49,300665,471202,Wheat,Canal,2,382
50,5.1,853128,256358,Wheat,Canal,2,447
42,2.45,723428,173195,Rice,Borewell,2,763
41,4.81,828100,201954,Wheat,Canal,0,817
32,3.86,395320,397838,Sugarcane,Rainfed,0,374
31,8.13,427985,232157,Wheat,Canal,1,632
22,2.09,857824,65174,Sugarcane,Canal,2,709
61,6.19,220108,389184,Sugarcane,Rainfed,0,682
22,4.36,463968,497817,Cotton,Borewell,0,819
54,5.42,884656,391471,Sugarcane,Rainfed,0,755
23,7.29,347111,154437,Rice,Rainfed,0,563
36,3.89,714369,64258,Cotton,Rainfed,1,387
24,3.99,836555,145527,Maize,Canal,2,723
43,1.23,881436,477536,Rice,Rainfed,0,679
40,5.74,319260,90377,Rice,Rainfed,0,831
45,4.46,817775,271437,Sugarcane,Rainfed,0,517
50,8.22,695254,463862,Sugarcane,Canal,2,405
38,4.67,467175,148893,Maize,Canal,0,670
62,9.72,383796,323025,Rice,Borewell,1,518
31,2.13,417860,136572,Cotton,Canal,0,412
49,3.04,361059,64924,Rice,Rainfed,2,510
37,4.22,551902,162829,Maize,Borewell,2,820
46,2.12,689494,254154,Rice,Borewell,1,662
43,9.74,548047,475896,Wheat,Rainfed,2,647
40,6.59,167175,128263,Rice,Canal,2,343
22,0.61,867016,257252,Sugarcane,Borewell,2,726
44,6.0,347777,158829,Cotton,Rainfed,0,679
51,7.92,521297,100846,Rice,Rainfed,2,773
47,0.99,534766,202599,Rice,Canal,1,814
22,5.99,871698,315966,Sugarcane,Rainfed,0,752
34,4.06,265188,269314,Maize,Borewell,1,578
24,6.02,479975,153259,Maize,Canal,2,727
33,2.9,718087,439229,Wheat,Rainfed,0,598
56,6.83,316216,212652,Sugarcane,Canal,1,504
55,6.88,574864,182769,Maize,Borewell,2,429
64,5.63,585353,279906,Maize,Borewell,0,553
28,9.28,324930,404576,Sugarcane,Borewell,1,406
22,9.14,702490,81156,Sugarcane,Canal,2,627
26,0.95,254875,354033,Sugarcane,Rainfed,0,505
51,3.25,576741,264413,Wheat,Borewell,1,673
30,3.96,603939,142059,Rice,Canal,0,378
64,1.03,293052,244058,Cotton,Canal,0,556
41,5.47,456655,73157,Rice,Borewell,2,520
62,0.73,793422,60149,Sugarcane,Borewell,1,514
30,6.94,767751,105783,Cotton,Canal,0,384
43,0.53,759974,307328,Sugarcane,Canal,1,324
23,0.8,664432,133765,Maize,Rainfed,0,454
52,8.42,125070,496854,Maize,Rainfed,1,788
40,2.9,677499,234465,Sugarcane,Canal,0,404
30,1.27,310335,321264,Rice,Borewell,2,651
49,4.29,197207,304474,Maize,Borewell,1,546
61,0.98,595332,307512,Cotton,Rainfed,0,376
54,7.63,136453,100864,Cotton,Canal,0,588
57,5.19,676987,93987,Sugarcane,Borewell,2,504
40,5.74,369112,202297,Sugarcane,Canal,1,785
28,7.65,275175,276278,Rice,Canal,2,618
27,7.95,822598,422025,Maize,Canal,1,510
26,1.79,840887,144097,Wheat,Rainfed,1,434
31,3.16,213342,285881,Maize,Rainfed,2,588
64,2.17,889980,252289,Maize,Rainfed,2,442
38,1.01,292034,457226,Maize,Rainfed,0,844
62,5.61,664435,341342,Sugarcane,Canal,0,671
49,2.87,628113,290994,Sugarcane,Borewell,2,739
45,1.96,424191,196307,Maize,Canal,1,615
41,5.35,643740,294856,Sugarcane,Canal,1,493
23,6.52,542208,385039,Rice,Rainfed,2,731
38,7.83,219442,436786,Cotton,Borewell,2,538
44,0.67,597111,198582,Cotton,Rainfed,2,658
58,5.5,208988,471227,Cotton,Rainfed,2,666
30,3.04,474046,430286,Rice,Canal,2,495
47,9.92,776679,414925,Maize,Rainfed,1,674
32,1.99,868014,57978,Wheat,Borewell,1,695
27,4.66,678807,468878,Sugarcane,Borewell,1,546
37,9.72,573358,204533,Wheat,Canal,1,837
21,2.52,748770,321901,Maize,Canal,1,447
46,8.17,630446,74952,Rice,Rainfed,1,805
35,2.81,730886,481812,Maize,Canal,1,713
53,1.22,475680,499802,Maize,Borewell,0,368
57,0.91,492931,238232,Sugarcane,Canal,0,746
51,9.51,630498,407772,Rice,Borewell,2,709
55,2.52,725257,232143,Cotton,Borewell,2,564
21,3.27,635529,122891,Cotton,Canal,2,725
28,9.69,681892,133088,Wheat,Borewell,2,506
32,6.75,712531,99005,Sugarcane,Borewell,0,652
39,5.14,444816,126278,Rice,Borewell,1,776
45,4.64,566376,100538,Rice,Borewell,1,834
52,0.96,455564,436742,Cotton,Canal,2,578
32,8.47,498758,469191,Cotton,Rainfed,0,785
33,7.74,857629,334786,Rice,Borewell,1,839
48,1.36,264149,409826,Sugarcane,Rainfed,2,342
21,3.86,548298,442698,Wheat,Canal,2,378
26,8.91,760524,264758,Rice,Canal,2,440
28,2.75,354779,425006,Rice,Borewell,0,502
24,6.31,435792,465538,Cotton,Canal,0,765
25,5.14,533358,240266,Rice,Canal,2,835
45,8.28,754845,61242,Rice,Borewell,0,700
42,0.84,126055,73061,Sugarcane,Rainfed,0,793
48,8.25,565317,259403,Rice,Rainfed,2,350
59,1.79,463377,454106,Rice,Borewell,1,708
43,0.64,461726,287005,Sugarcane,Canal,0,548
24,6.16,254553,422751,Cotton,Borewell,0,318
24,2.96,514926,280877,Sugarcane,Borewell,2,750
41,7.24,525313,203953,Sugarcane,Canal,1,614
57,4.96,748908,301125,Wheat,Canal,1,306
61,6.25,293617,80669,Cotton,Borewell,0,488
22,7.05,417228,175407,Cotton,Rainfed,0,716
27,9.31,676258,223173,Rice,Borewell,0,654
36,8.32,850904,258034,Wheat,Rainfed,1,402
37,5.2,318623,315571,Sugarcane,Canal,2,532
40,4.66,142300,116905,Wheat,Borewell,0,463
43,6.72,682978,496667,Maize,Rainfed,2,575
54,7.47,782171,233668,Maize,Rainfed,1,304
31,2.14,235474,393896,Sugarcane,Canal,0,828
54,0.81,199622,441684,Maize,Borewell,0,686
53,4.82,489234,359644,Sugarcane,Rainfed,1,538
46,1.44,353031,138719,Sugarcane,Rainfed,0,446
22,3.09,725040,384814,Sugarcane,Canal,0,618
43,6.06,238243,414017,Cotton,Borewell,0,310
61,1.94,382209,75272,Cotton,Borewell,0,597
42,0.77,277375,56310,Sugarcane,Canal,2,794
54,5.77,545230,458686,Cotton,Rainfed,2,303
35,4.93,612999,75248,Cotton,Rainfed,2,542
30,3.41,313252,186413,Cotton,Rainfed,2,564
35,4.95,733378,315724,Wheat,Rainfed,1,471
62,6.99,121897,427974,Maize,Canal,2,806
49,1.54,230833,61855,Rice,Rainfed,0,429
43,2.93,466378,142888,Wheat,Canal,0,550
37,8.05,239366,242364,Wheat,Borewell,0,527
29,6.87,416742,141965,Sugarcane,Canal,1,775
56,3.03,872132,243752,Rice,Rainfed,1,628
29,4.28,163669,376051,Sugarcane,Canal,1,754
36,1.64,758713,404798,Wheat,Borewell,1,453
56,2.9,444441,416435,Sugarcane,Rainfed,0,534
53,8.49,299124,415223,Sugarcane,Borewell,0,836
51,4.68,692340,182668,Cotton,Borewell,2,699
26,6.58,637546,261522,Wheat,Canal,2,545
30,2.02,743235,437948,Wheat,Canal,0,496
36,2.24,619073,342067,Cotton,Rainfed,0,555
24,9.44,509305,91721,Cotton,Rainfed,2,758
42,8.49,435808,221498,Wheat,Canal,0,380
33,8.01,289565,276861,Sugarcane,Rainfed,1,345
36,3.63,766011,323096,Wheat,Borewell,0,438
49,5.85,162046,301985,Cotton,Borewell,2,594
26,5.18,455718,312630,Rice,Borewell,1,375
46,9.58,552600,279881,Cotton,Borewell,0,541
31,2.78,210319,374576,Maize,Borewell,0,773
44,9.5,572291,292351,Maize,Canal,2,692
49,7.22,560332,468636,Wheat,Rainfed,0,844
23,4.43,402936,420294,Maize,Canal,0,690
30,3.03,842061,190299,Maize,Canal,1,532
21,7.69,232691,221023,Rice,Rainfed,0,457
63,8.32,452734,180719,Sugarcane,Borewell,2,764
46,3.9,239887,431715,Sugarcane,Rainfed,2,537
32,2.13,857501,82866,Sugarcane,Rainfed,0,737
34,5.18,537407,271395,Wheat,Canal,2,452
45,4.95,277064,176749,Rice,Rainfed,1,609
28,7.39,191846,244895,Wheat,Rainfed,1,342
63,9.75,223770,366967,Rice,Borewell,0,471
24,5.55,252664,367164,Sugarcane,Borewell,0,769
48,7.45,314026,52073,Rice,Rainfed,2,732
27,3.83,847606,215806,Maize,Canal,2,831
30,6.2,629574,217983,Sugarcane,Borewell,2,745
56,1.6,133798,445325,Cotton,Canal,0,681
22,8.24,403087,252639,Rice,Rainfed,0,819
46,3.77,649524,245042,Maize,Canal,2,584
34,1.26,864238,56558,Cotton,Borewell,0,401
36,9.91,150561,284714,Cotton,Canal,1,433
63,9.07,331039,205611,Sugarcane,Canal,0,543
62,2.38,885390,184333,Maize,Borewell,1,716
37,3.95,412384,400971,Cotton,Rainfed,2,553
42,9.4,153940,169411,Cotton,Canal,1,566
24,8.07,477854,362849,Cotton,Canal,2,823
39,9.11,883302,442364,Sugarcane,Borewell,0,563
22,5.84,703324,366652,Rice,Rainfed,2,804
59,2.81,661711,63188,Sugarcane,Rainfed,2,437
29,2.66,737430,451150,Sugarcane,Canal,2,711
